Number,State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,CO TAQI
2930,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-02,Parts per billion,7.73913,22,7,21,Parts per million,0.027667,0.036,23,31,Parts per billion,0.863636,1,0,1,Parts per million,0.325,0.4,0,5,3
2931,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-03,Parts per billion,3.304348,9,23,8,Parts per million,0.03275,0.039,8,33,Parts per billion,0.363636,1,0,1,Parts per million,0.3,0.3,0,3,6
2932,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-04,Parts per billion,13.608696,35,19,33,Parts per million,0.016583,0.034,10,29,Parts per billion,1.090909,3,10,4,Parts per million,0.358333,0.5,23,6,8
2933,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-05,Parts per billion,17.086957,34,8,32,Parts per million,0.0175,0.03,9,25,Parts per billion,2,5,13,7,Parts per million,0.479167,0.7,8,8,6
2934,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-06,Parts per billion,12.826087,26,18,25,Parts per million,0.01675,0.03,9,25,Parts per billion,1,1,0,1,Parts per million,0.3625,0.5,22,6,7
2935,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-07,Parts per billion,16.217391,29,18,27,Parts per million,0.009417,0.024,10,20,Parts per billion,1,1,0,1,Parts per million,0.470833,0.6,12,7,8
2936,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-08,Parts per billion,17.26087,36,18,34,Parts per million,0.009917,0.025,10,21,Parts per billion,2.409091,15,13,21,Parts per million,0.5,0.7,23,8,9
2937,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-09,Parts per billion,16,34,19,32,Parts per million,0.015833,0.034,10,29,Parts per billion,1,1,0,1,Parts per million,0.483333,0.8,1,9,6
2938,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-10,Parts per billion,14.391304,21,23,20,Parts per million,0.016542,0.037,11,31,Parts per billion,1,1,0,1,Parts per million,0.445833,0.5,0,6,7
2939,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-11,Parts per billion,14.826087,22,7,21,Parts per million,0.011875,0.029,10,25,Parts per billion,1.227273,2,6,3,Parts per million,0.466667,0.6,8,7,7
2940,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-12,Parts per billion,17.043478,30,18,28,Parts per million,0.012417,0.03,10,25,Parts per billion,1.272727,3,10,4,Parts per million,0.5,0.6,8,7,7
2941,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-13,Parts per billion,12.652174,25,1,24,Parts per million,0.0265,0.037,14,31,Parts per billion,1.590909,4,10,6,Parts per million,0.4125,0.6,1,7,6
2942,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-14,Parts per billion,11.363636,35,20,33,Parts per million,0.02275,0.037,9,31,Parts per billion,0.714286,1,1,1,Parts per million,0.254167,0.5,21,6,7
2943,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-15,Parts per billion,24.956522,35,7,33,Parts per million,0.010042,0.026,10,22,Parts per billion,3.681818,13,13,19,Parts per million,0.525,0.6,0,7,8
2944,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-16,Parts per billion,17.347826,29,21,27,Parts per million,0.014625,0.032,10,27,Parts per billion,3.863636,15,8,21,Parts per million,0.475,0.7,2,8,7
2945,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-17,Parts per billion,15.086957,25,0,24,Parts per million,0.018917,0.03,11,25,Parts per billion,1.590909,6,14,9,Parts per million,0.504167,0.6,1,7,5
2946,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-18,Parts per billion,10.391304,17,1,16,Parts per million,0.030042,0.035,22,30,Parts per billion,1.136364,2,12,3,Parts per million,0.375,0.4,0,5,6
2947,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-19,Parts per billion,12.73913,31,18,29,Parts per million,0.020125,0.035,0,30,Parts per billion,0.954545,1,0,1,Parts per million,0.354167,0.5,19,6,7
2948,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-20,Parts per billion,15.173913,28,19,26,Parts per million,0.02025,0.037,9,31,Parts per billion,1.363636,5,14,7,Parts per million,0.416667,0.6,0,7,7
2949,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-21,Parts per billion,15,33,17,31,Parts per million,0.024958,0.042,21,36,Parts per billion,0.772727,1,0,1,Parts per million,0.508333,0.6,8,7,5
2950,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-22,Parts per billion,8.869565,19,7,18,Parts per million,0.029583,0.04,10,34,Parts per billion,0.454545,1,0,1,Parts per million,0.345833,0.4,0,5,6
2951,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-23,Parts per billion,10.478261,23,8,22,Parts per million,0.027,0.042,18,36,Parts per billion,0.545455,1,5,1,Parts per million,0.420833,0.5,8,6,5
2952,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-24,Parts per billion,3.26087,7,20,7,Parts per million,0.035708,0.042,0,36,Parts per billion,0.136364,1,11,1,Parts per million,0.3125,0.4,21,5,7
2953,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-25,Parts per billion,12.043478,28,20,26,Parts per million,0.016458,0.036,10,31,Parts per billion,1.318182,5,14,7,Parts per million,0.4375,0.6,22,7,8
2954,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-26,Parts per billion,12.826087,24,19,23,Parts per million,0.011458,0.026,10,22,Parts per billion,0.954545,1,0,1,Parts per million,0.541667,0.7,10,8,8
2955,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-27,Parts per billion,14.652174,28,19,26,Parts per million,0.013333,0.033,10,28,Parts per billion,2.363636,9,15,13,Parts per million,0.529167,0.7,9,8,8
2956,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-28,Parts per billion,13.26087,24,18,23,Parts per million,0.015417,0.033,10,28,Parts per billion,2.727273,19,13,27,Parts per million,0.495833,0.7,9,8,7
2957,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-02-29,Parts per billion,14.956522,21,11,20,Parts per million,0.017875,0.03,21,25,Parts per billion,2,6,11,9,Parts per million,0.504167,0.6,7,7,3
2958,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-01,Parts per billion,5.26087,11,7,10,Parts per million,0.031208,0.04,10,34,Parts per billion,1.136364,2,11,3,Parts per million,0.3,0.3,0,3,5
2959,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-02,Parts per billion,10.565217,35,21,33,Parts per million,0.025333,0.041,9,35,Parts per billion,1.227273,5,8,7,Parts per million,0.2625,0.4,22,5,6
2960,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-03,Parts per billion,18.521739,35,7,33,Parts per million,0.0205,0.039,10,33,Parts per billion,2,9,15,13,Parts per million,0.45,0.5,0,6,6
2961,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-04,Parts per billion,15,32,21,30,Parts per million,0.022708,0.044,10,37,Parts per billion,1.409091,5,14,7,Parts per million,0.379167,0.5,9,6,7
2962,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-05,Parts per billion,14.913043,33,8,31,Parts per million,0.023083,0.046,10,39,Parts per billion,0.909091,2,10,3,Parts per million,0.416667,0.6,8,7,6
2963,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-06,Parts per billion,18.391304,26,6,25,Parts per million,0.014042,0.032,10,27,Parts per billion,2.227273,6,16,9,Parts per million,0.4375,0.5,7,6,7
2964,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-07,Parts per billion,17.782609,26,8,25,Parts per million,0.022792,0.043,11,36,Parts per billion,2.5,12,15,17,Parts per million,0.483333,0.6,8,7,6
2965,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-08,Parts per billion,8.347826,14,2,13,Parts per million,0.031542,0.046,10,39,Parts per billion,2.090909,8,13,11,Parts per million,0.3375,0.5,0,6,7
2966,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-09,Parts per billion,11.217391,21,19,20,Parts per million,0.027708,0.05,11,42,Parts per billion,2.136364,9,16,13,Parts per million,0.378261,0.6,22,7,7
2967,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-10,Parts per billion,17.045455,27,8,25,Parts per million,0.018333,0.032,11,27,Parts per billion,2.6,16,12,23,Parts per million,0.446667,0.6,9,7,3
2968,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-11,Parts per billion,14.217391,26,20,25,Parts per million,0.019167,0.029,10,25,Parts per billion,2.045455,10,13,14,Parts per million,0.279167,0.3,0,3,3
2969,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-12,Parts per billion,9.608696,17,6,16,Parts per million,0.030083,0.037,9,31,Parts per billion,0.954545,1,0,1,Parts per million,0.254167,0.3,0,3,3
2970,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-13,Parts per billion,5.130435,11,7,10,Parts per million,0.03425,0.042,10,36,Parts per billion,0.272727,1,9,1,Parts per million,0.208333,0.3,0,3,2
2971,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-14,Parts per billion,5.869565,13,6,12,Parts per million,0.035958,0.042,10,36,Parts per billion,0.409091,1,5,1,Parts per million,0.2,0.2,0,2,3
2972,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-15,Parts per billion,6.73913,18,21,17,Parts per million,0.030542,0.039,8,33,Parts per billion,1.181818,2,10,3,Parts per million,0.2125,0.3,21,3,3
2973,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-16,Parts per billion,9.130435,19,6,18,Parts per million,0.0275,0.044,10,37,Parts per billion,1,3,8,4,Parts per million,0.229167,0.3,0,3,5
2974,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-17,Parts per billion,12.869565,30,7,28,Parts per million,0.024167,0.042,10,36,Parts per billion,1.545455,5,10,7,Parts per million,0.275,0.4,8,5,3
2975,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-18,Parts per billion,10.304348,20,6,19,Parts per million,0.020375,0.027,10,23,Parts per billion,0.909091,1,0,1,Parts per million,0.279167,0.3,0,3,3
2976,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-19,Parts per billion,6,9,6,8,Parts per million,0.030333,0.034,11,29,Parts per billion,0.5,1,0,1,Parts per million,0.2375,0.3,0,3,3
2977,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-20,Parts per billion,7.869565,22,6,21,Parts per million,0.033417,0.045,9,38,Parts per billion,0.863636,1,1,1,Parts per million,0.229167,0.3,7,3,3
2978,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-21,Parts per billion,9.130435,25,6,24,Parts per million,0.027792,0.043,10,36,Parts per billion,1.454545,3,9,4,Parts per million,0.241667,0.3,9,3,3
2979,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-22,Parts per billion,10.304348,20,22,19,Parts per million,0.027,0.047,10,40,Parts per billion,1.818182,5,12,7,Parts per million,0.270833,0.3,0,3,3
2980,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-23,Parts per billion,9.869565,17,22,16,Parts per million,0.0265,0.042,10,36,Parts per billion,1.227273,3,12,4,Parts per million,0.3,0.3,0,3,3
2981,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-24,Parts per billion,8.652174,22,6,21,Parts per million,0.024917,0.032,10,27,Parts per billion,0.909091,1,0,1,Parts per million,0.3,0.3,0,3,3
2982,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-25,Parts per billion,6.26087,10,6,9,Parts per million,0.030667,0.037,12,31,Parts per billion,0.863636,1,0,1,Parts per million,0.254167,0.3,0,3,3
2983,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-26,Parts per billion,6.478261,23,6,22,Parts per million,0.036208,0.043,10,36,Parts per billion,0.681818,1,0,1,Parts per million,0.270833,0.3,0,3,3
2984,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-27,Parts per billion,10.565217,27,6,25,Parts per million,0.031833,0.045,10,38,Parts per billion,1.681818,5,12,7,Parts per million,0.279167,0.3,0,3,3
2985,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-28,Parts per billion,7.869565,22,6,21,Parts per million,0.032917,0.039,9,33,Parts per billion,0.727273,1,0,1,Parts per million,0.3,0.3,0,3,3
2986,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-29,Parts per billion,4.304348,6,6,6,Parts per million,0.033875,0.039,10,33,Parts per billion,0.5,1,5,1,Parts per million,0.3,0.3,0,3,3
2987,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-30,Parts per billion,4.956522,11,6,10,Parts per million,0.0315,0.04,13,34,Parts per billion,0.681818,1,1,1,Parts per million,0.3,0.3,0,3,5
2988,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-03-31,Parts per billion,8.608696,25,6,24,Parts per million,0.032333,0.047,11,40,Parts per billion,0.909091,3,19,4,Parts per million,0.333333,0.4,6,5,5
2989,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-01,Parts per billion,12.73913,25,6,24,Parts per million,0.029,0.044,13,37,Parts per billion,1.727273,5,10,7,Parts per million,0.35,0.4,8,5,5
2990,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-02,Parts per billion,14.347826,28,6,26,Parts per million,0.02975,0.039,12,33,Parts per billion,1.863636,8,15,11,Parts per million,0.375,0.4,6,5,5
2991,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-03,Parts per billion,12.956522,30,6,28,Parts per million,0.02925,0.044,9,37,Parts per billion,1.045455,2,19,3,Parts per million,0.3375,0.4,7,5,5
2992,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-04,Parts per billion,9.608696,16,7,15,Parts per million,0.031417,0.037,10,31,Parts per billion,1,1,0,1,Parts per million,0.345833,0.4,0,5,3
2993,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-05,Parts per billion,5.130435,9,6,8,Parts per million,0.037708,0.041,10,35,Parts per billion,0.909091,1,0,1,Parts per million,0.3,0.3,0,3,3
2994,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-06,Parts per billion,3.173913,5,2,5,Parts per million,0.040208,0.046,12,39,Parts per billion,0.454545,1,0,1,Parts per million,0.3,0.3,0,3,3
2995,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-07,Parts per billion,6.913043,16,5,15,Parts per million,0.036125,0.045,11,38,Parts per billion,0.818182,1,0,1,Parts per million,0.3,0.3,0,3,3
2996,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-08,Parts per billion,5.565217,15,6,14,Parts per million,0.041208,0.047,9,40,Parts per billion,1,1,0,1,Parts per million,0.258333,0.3,0,3,3
2997,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-09,Parts per billion,7.869565,25,6,24,Parts per million,0.034583,0.045,9,38,Parts per billion,1,1,0,1,Parts per million,0.2125,0.3,21,3,3
2998,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-10,Parts per billion,8.782609,21,6,20,Parts per million,0.032042,0.049,11,42,Parts per billion,1.454545,3,9,4,Parts per million,0.245833,0.3,0,3,5
2999,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-11,Parts per billion,11.695652,24,7,23,Parts per million,0.033,0.052,10,44,Parts per billion,1.136364,2,15,3,Parts per million,0.325,0.4,6,5,5
3000,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-12,Parts per billion,9.652174,15,0,14,Parts per million,0.044042,0.068,11,77,Parts per billion,1.227273,2,8,3,Parts per million,0.333333,0.4,0,5,5
3001,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-13,Parts per billion,8.043478,12,5,11,Parts per million,0.051875,0.08,11,111,Parts per billion,1.272727,4,14,6,Parts per million,0.325,0.4,8,5,3
3002,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-14,Parts per billion,4,9,9,8,Parts per million,0.044875,0.052,10,44,Parts per billion,0.681818,1,0,1,Parts per million,0.220833,0.3,0,3,3
3003,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-15,Parts per billion,5.73913,16,6,15,Parts per million,0.041458,0.05,10,42,Parts per billion,1.5,4,8,6,Parts per million,0.2625,0.3,9,3,3
3004,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-16,Parts per billion,9.521739,21,6,20,Parts per million,0.033917,0.049,10,42,Parts per billion,1.636364,5,9,7,Parts per million,0.283333,0.3,0,3,5
3005,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-17,Parts per billion,11.391304,22,6,21,Parts per million,0.035,0.054,11,46,Parts per billion,1.227273,3,12,4,Parts per million,0.333333,0.4,6,5,5
3006,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-18,Parts per billion,7.347826,12,0,11,Parts per million,0.04025,0.048,22,41,Parts per billion,1,1,0,1,Parts per million,0.320833,0.4,12,5,3
3007,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-19,Parts per billion,3.26087,6,10,6,Parts per million,0.049167,0.053,8,45,Parts per billion,0.909091,1,0,1,Parts per million,0.279167,0.3,0,3,3
3008,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-20,Parts per billion,3,5,5,5,Parts per million,0.043417,0.048,9,41,Parts per billion,1.5,4,8,6,Parts per million,0.2125,0.3,21,3,3
3009,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-21,Parts per billion,5.434783,17,6,16,Parts per million,0.043917,0.05,10,42,Parts per billion,1,1,0,1,Parts per million,0.283333,0.3,0,3,3
3010,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-22,Parts per billion,6.913043,20,6,19,Parts per million,0.0425,0.049,10,42,Parts per billion,0.954545,1,0,1,Parts per million,0.3,0.3,0,3,3
3011,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-23,Parts per billion,6,13,5,12,Parts per million,0.039083,0.05,10,42,Parts per billion,0.909091,1,0,1,Parts per million,0.3,0.3,0,3,5
3012,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-24,Parts per billion,8.347826,22,6,21,Parts per million,0.033833,0.049,11,42,Parts per billion,1.363636,4,15,6,Parts per million,0.35,0.4,7,5,5
3013,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-25,Parts per billion,10.565217,23,5,22,Parts per million,0.034708,0.054,11,46,Parts per billion,1.818182,6,13,9,Parts per million,0.354167,0.4,7,5,5
3014,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-26,Parts per billion,7.086957,12,5,11,Parts per million,0.03075,0.047,10,40,Parts per billion,1.818182,5,9,7,Parts per million,0.3875,0.4,0,5,5
3015,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-27,Parts per billion,6,13,23,12,Parts per million,0.027583,0.044,10,37,Parts per billion,1,1,0,1,Parts per million,0.366667,0.4,0,5,5
3016,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-28,Parts per billion,7.086957,15,5,14,Parts per million,0.026375,0.038,23,32,Parts per billion,0.818182,1,0,1,Parts per million,0.279167,0.4,5,5,2
3017,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-29,Parts per billion,3.434783,8,6,8,Parts per million,0.050522,0.056,8,47,Parts per billion,0.772727,1,0,1,Parts per million,0.2,0.2,0,2,2
3018,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-04-30,Parts per billion,4.47619,14,5,13,Parts per million,0.039333,0.047,9,40,Parts per billion,1.157895,2,0,3,Parts per million,0.2,0.2,0,2,3
3019,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-05-01,Parts per billion,9,23,21,22,Parts per million,0.034583,0.052,10,44,Parts per billion,1.363636,3,9,4,Parts per million,0.2375,0.3,9,3,3
3020,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2008-05-02,Parts per billion,10.545455,22,5,21,Parts per million,0.037,0.046,10,39,Parts per billion,1,1,0,1,Parts per million,0.3,0.3,0,3,3
