Number,CO AQI,CO AQI Compare
5781,5.18779024856,3
5782,4.17870390536,3
5783,2.03079262855,2
5784,7.84024469697,3
5785,8.80608484337,6
5786,8.8204960334,7
5787,8.07088687102,7
5788,6.28336898537,8
5789,4.35168869257,3
5790,4.51746788476,3
5791,4.14266330357,5
5792,2.11728502215,3
5793,4.60396027837,3
5794,3.42188914796,2
5795,7.08342993957,7
5796,8.55381325757,9
5797,7.31407211362,6
5798,6.49959996938,7
5799,7.38615331719,6
5800,7.98439447741,8
5801,8.97906963058,7
5802,8.25829547497,6
5803,7.71771170158,7
5804,5.87252380239,5
5805,7.7681634934,8
5806,4.72649327376,8
5807,4.13545770856,5
5808,7.04738933778,7
5809,8.0204350792,7
5810,6.2545339786,8
5811,5.74278521198,6
5812,6.42751876581,6
5813,8.05647568099,7
5814,4.13545770856,7
5815,6.99693754596,3
5816,6.67258475659,3
5817,6.93926753243,6
5818,5.11570904499,6
5819,7.84745029199,6
5820,4.89947806097,6
5821,5.540965418,3
5822,5.44726742938,5
5823,2.03079262855,3
5824,2.53533580015,2
5825,3.92643231956,3
5826,5.90856440417,5
5827,7.5158919076,6
5828,6.45635377258,7
5829,8.57543004262,7
5830,5.69233342016,7
5831,2.49208960335,3
5832,4.38772929436,3
5833,6.99693754596,3
5834,6.79511775198,6
5835,6.75187155518,6
5836,5.27428264217,6
5837,6.33382077719,7
5838,5.06525725317,7
5839,6.28336898537,7
5840,7.91953149556,7
5841,6.49239437436,7
5842,7.58797311117,6
5843,7.9771888824,6
5844,6.70862535838,6
5845,3.55162773837,3
5846,4.22915569718,3
5847,6.24732838358,3
5848,5.64908722336,5
5849,4.71928767874,3
5850,3.16241196714,2
5851,4.25799070395,3
5852,4.84902626915,3
5853,4.38772929436,3
5854,5.69233342016,6
5855,6.61492736976,5
5856,6.57168117295,5
5857,5.76441462373,5
5858,5.77882581377,6
5859,4.89227246596,5
5860,4.30844249577,5
5861,5.98785120276,5
5862,6.15363039496,5
5863,4.02013030818,3
5864,4.86343745919,3
5865,5.66349841339,5
5866,2.70111499234,3
5867,1.81456164453,3
5868,3.83993992595,5
5869,4.22195010216,3
5870,6.0022623928,6
5871,3.46513534476,5
5872,3.20565816394,5
5873,2.87409977955,3
5874,1.77852104275,3
5875,2.98942717993,3
5876,4.63279528514,5
5877,5.73557961696,6
5878,5.35356944075,7
5879,4.76973947057,6
5880,2.20377741576,5
5881,3.25610995576,5
5882,2.61462259874,5
5883,5.81486641555,5
5884,4.38772929436,5
5885,4.72649327376,5
5886,3.79669372915,2
5887,3.03987897175,2
5888,2.03079262855,2
5889,1.94430023494,2
5890,4.00571911815,2
5891,5.10129785495,3
5892,2.83085358275,3
5893,2.91014038134,3
5894,2.57137640193,3
5895,2.74436118915,3
5896,3.54442214335,3
5897,4.41656430112,3
5898,6.22571159853,5
5899,4.92110747272,2
5900,3.25610995576,3
5901,2.50650079338,2
5902,2.45604900156,2
5903,2.83085358275,2
5904,2.11007942714,2
5905,2.23261242253,2
5906,3.24169876573,2
5907,3.83273433094,2
5908,3.91202112952,3
5909,1.35327729643,2
5910,1.61997269897,3
5911,4.31566071748,3
5912,5.71396283191,2
5913,3.33539675435,3
5914,1.64157685732,3
5915,1.89384844312,2
5916,1.81456164453,2
5917,2.31910481613,2
5918,3.32819115933,3
5919,2.73715559413,2
5920,2.95338657814,3
5921,2.40559720974,3
5922,3.16241196714,3
